country	countryLabel	capital	capitalLabel	currency	currencyLabel	area	population	continent	continentLabel
http://www.wikidata.org/entity/Q778	The Bahamas	http://www.wikidata.org/entity/Q2467	Nassau	http://www.wikidata.org/entity/Q194339	Bahamian dollar	13878	395361	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q1019	Madagascar	http://www.wikidata.org/entity/Q3915	Antananarivo	http://www.wikidata.org/entity/Q4584	ariary	587295	25570895	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1030	Namibia	http://www.wikidata.org/entity/Q3935	Windhoek	http://www.wikidata.org/entity/Q202462	Namibian dollar	825615	2533794	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1032	Niger	http://www.wikidata.org/entity/Q3674	Niamey	http://www.wikidata.org/entity/Q861690	West African CFA franc	1267000	21477348	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1014	Liberia	http://www.wikidata.org/entity/Q3748	Monrovia	http://www.wikidata.org/entity/Q4917	United States dollar	111369	4731906	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q769	Grenada	http://www.wikidata.org/entity/Q41547	St. George's	http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	348.5	107825	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q781	Antigua and Barbuda	http://www.wikidata.org/entity/Q36262	Saint John's	http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	440.29	102012	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q1014	Liberia	http://www.wikidata.org/entity/Q3748	Monrovia	http://www.wikidata.org/entity/Q242988	Liberian dollar	111369	4731906	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1016	Libya	http://www.wikidata.org/entity/Q3579	Tripoli	http://www.wikidata.org/entity/Q190699	Libyan dinar	1759541	6678567	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1020	Malawi	http://www.wikidata.org/entity/Q3876	Lilongwe	http://www.wikidata.org/entity/Q211694	Malawian kwacha	118484.186083	18622104	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q917	Bhutan	http://www.wikidata.org/entity/Q9270	Thimphu	http://www.wikidata.org/entity/Q201799	ngultrum	38394	807610	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q1028	Morocco	http://www.wikidata.org/entity/Q3551	Rabat	http://www.wikidata.org/entity/Q200192	Moroccan dirham	710850	36029138	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1013	Lesotho	http://www.wikidata.org/entity/Q3909	Maseru	http://www.wikidata.org/entity/Q208039	Lesotho loti	30355	2233339	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q691	Papua New Guinea	http://www.wikidata.org/entity/Q36526	Port Moresby	http://www.wikidata.org/entity/Q200759	kina	462840	8935000	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q33	Finland	http://www.wikidata.org/entity/Q1757	Helsinki	http://www.wikidata.org/entity/Q4916	euro	338424.38	5501043	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q702	Federated States of Micronesia	http://www.wikidata.org/entity/Q42751	Palikir	http://www.wikidata.org/entity/Q4917	United States dollar	702	105544	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q672	Tuvalu	http://www.wikidata.org/entity/Q34126	Funafuti	http://www.wikidata.org/entity/Q259502	Australian dollar	26	11192	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q672	Tuvalu	http://www.wikidata.org/entity/Q34126	Funafuti	http://www.wikidata.org/entity/Q259502	Australian dollar	26	11192	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q1029	Mozambique	http://www.wikidata.org/entity/Q3889	Maputo	http://www.wikidata.org/entity/Q200753	Mozambican metical	801590	29668834	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1027	Mauritius	http://www.wikidata.org/entity/Q3929	Port Louis	http://www.wikidata.org/entity/Q212967	Mauritian rupee	2040	1264613	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q35	Denmark	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q25417	Danish krone	42925.46	5827463	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q35	Denmark	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q25417	Danish krone	42925.46	5827463	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q1490	Tokyo	http://www.wikidata.org/entity/Q8146	Japanese yen	377972.28	126434565	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q35	Denmark	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q25417	Danish krone	42925.46	5827463	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q35	Denmark	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q25417	Danish krone	42925.46	5827463	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q709	Marshall Islands	http://www.wikidata.org/entity/Q12919	Majuro	http://www.wikidata.org/entity/Q4917	United States dollar	181.43	53127	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q1025	Mauritania	http://www.wikidata.org/entity/Q3688	Nouakchott	http://www.wikidata.org/entity/Q207024	Mauritanian ouguiya	1030700	4420184	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q672	Tuvalu	http://www.wikidata.org/entity/Q34126	Funafuti	http://www.wikidata.org/entity/Q4406	Tuvaluan dollar	26	11192	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q672	Tuvalu	http://www.wikidata.org/entity/Q34126	Funafuti	http://www.wikidata.org/entity/Q4406	Tuvaluan dollar	26	11192	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q678	Tonga	http://www.wikidata.org/entity/Q38834	Nuku'alofa	http://www.wikidata.org/entity/Q4613	Tongan paʻanga	748.506563	108020	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q712	Fiji	http://www.wikidata.org/entity/Q38807	Suva	http://www.wikidata.org/entity/Q4592	Fijian dollar	18274	905502	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q709	Marshall Islands	http://www.wikidata.org/entity/Q12919	Majuro	http://www.wikidata.org/entity/Q96051466	SOV	181.43	53127	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q695	Palau	http://www.wikidata.org/entity/Q515229	Ngerulmud	http://www.wikidata.org/entity/Q4917	United States dollar	465.550362	21729	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q685	Solomon Islands	http://www.wikidata.org/entity/Q40921	Honiara	http://www.wikidata.org/entity/Q4597	Solomon Islands dollar	28400	611343	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q685	Solomon Islands	http://www.wikidata.org/entity/Q40921	Honiara	http://www.wikidata.org/entity/Q4597	Solomon Islands dollar	28400	611343	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q43	Turkey	http://www.wikidata.org/entity/Q3640	Ankara	http://www.wikidata.org/entity/Q172872	Turkish lira	783562	83614362	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q691	Papua New Guinea	http://www.wikidata.org/entity/Q36526	Port Moresby	http://www.wikidata.org/entity/Q200759	kina	462840	8935000	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q668	India	http://www.wikidata.org/entity/Q987	New Delhi	http://www.wikidata.org/entity/Q80524	Indian rupee	3287263	1326093247	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q757	Saint Vincent and the Grenadines	http://www.wikidata.org/entity/Q41474	Kingstown	http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	389	109897	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q683	Samoa	http://www.wikidata.org/entity/Q36260	Apia	http://www.wikidata.org/entity/Q4588	Samoan tālā	2842	196440	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q585	Oslo	http://www.wikidata.org/entity/Q132643	Norwegian krone	385207	5391369	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q710	Kiribati	http://www.wikidata.org/entity/Q131233	South Tarawa	http://www.wikidata.org/entity/Q259502	Australian dollar	811	119940	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q710	Kiribati	http://www.wikidata.org/entity/Q131233	South Tarawa	http://www.wikidata.org/entity/Q1049963	Kiribati dollar	811	119940	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q686	Vanuatu	http://www.wikidata.org/entity/Q37806	Port Vila	http://www.wikidata.org/entity/Q207523	Vanuatu vatus	12190	276244	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q697	Nauru	http://www.wikidata.org/entity/Q31026	Yaren District	http://www.wikidata.org/entity/Q259502	Australian dollar	21	13650	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q43	Turkey	http://www.wikidata.org/entity/Q3640	Ankara	http://www.wikidata.org/entity/Q172872	Turkish lira	783562	83614362	http://www.wikidata.org/entity/Q5401	Eurasia
http://www.wikidata.org/entity/Q43	Turkey	http://www.wikidata.org/entity/Q3640	Ankara	http://www.wikidata.org/entity/Q172872	Turkish lira	783562	83614362	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q717	Venezuela	http://www.wikidata.org/entity/Q1533	Caracas	http://www.wikidata.org/entity/Q56349362	Sovereign Bolivar	916445	28515829	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q730	Suriname	http://www.wikidata.org/entity/Q3001	Paramaribo	http://www.wikidata.org/entity/Q202036	Surinamese dollar	163270	563402	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q1039	São Tomé and Príncipe	http://www.wikidata.org/entity/Q3932	São Tomé	http://www.wikidata.org/entity/Q193712	São Tomé and Príncipe dobra	1001	204327	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q27	Ireland	http://www.wikidata.org/entity/Q1761	Dublin	http://www.wikidata.org/entity/Q4916	euro	70273	4761865	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q766	Jamaica	http://www.wikidata.org/entity/Q34692	Kingston	http://www.wikidata.org/entity/Q209792	Jamaican dollar	10991.90954	2890299	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q1033	Nigeria	http://www.wikidata.org/entity/Q3787	Abuja	http://www.wikidata.org/entity/Q203567	Nigerian naira	923768	190886311	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q16	Canada	http://www.wikidata.org/entity/Q1930	Ottawa	http://www.wikidata.org/entity/Q1104069	Canadian dollar	9984670	37894799	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q1037	Rwanda	http://www.wikidata.org/entity/Q3859	Kigali	http://www.wikidata.org/entity/Q4741	Rwandan franc	26338	12208407	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q763	Saint Kitts and Nevis	http://www.wikidata.org/entity/Q41295	Basseterre	http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	269.358763	55345	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q736	Ecuador	http://www.wikidata.org/entity/Q2900	Quito	http://www.wikidata.org/entity/Q4917	United States dollar	283560	16624858	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q711	Mongolia	http://www.wikidata.org/entity/Q23430	Ulaanbaatar	http://www.wikidata.org/entity/Q183435	tugrik	1566000	3075647	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q760	Saint Lucia	http://www.wikidata.org/entity/Q41699	Castries	http://www.wikidata.org/entity/Q26365	Eastern Caribbean dollar	617.012867	178844	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q45	Portugal	http://www.wikidata.org/entity/Q597	Lisbon	http://www.wikidata.org/entity/Q4916	euro	92212	10295909	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q1781	Budapest	http://www.wikidata.org/entity/Q47190	forint	93011.4	9769526	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q1044	Sierra Leone	http://www.wikidata.org/entity/Q3780	Freetown	http://www.wikidata.org/entity/Q4587	Sierra Leonean leone	71740	7557212	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q1036	Uganda	http://www.wikidata.org/entity/Q3894	Kampala	http://www.wikidata.org/entity/Q4598	Ugandan shilling	241038	42862958	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q739	Colombia	http://www.wikidata.org/entity/Q2841	Bogotá	http://www.wikidata.org/entity/Q244819	Colombian cincuenta centavos	1141748	49065615	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q29	Spain	http://www.wikidata.org/entity/Q2807	Madrid	http://www.wikidata.org/entity/Q4916	euro	505990	46733038	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q31	Belgium	http://www.wikidata.org/entity/Q239	City of Brussels	http://www.wikidata.org/entity/Q4916	euro	30528	11431406	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q1041	Senegal	http://www.wikidata.org/entity/Q3718	Dakar	http://www.wikidata.org/entity/Q861690	West African CFA franc	196722	15850567	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q750	Bolivia	http://www.wikidata.org/entity/Q2907	Sucre	http://www.wikidata.org/entity/Q200737	boliviano	1098581	11051600	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q1042	Seychelles	http://www.wikidata.org/entity/Q3940	Victoria	http://www.wikidata.org/entity/Q4595	Seychellois rupee	459	95843	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q79	Egypt	http://www.wikidata.org/entity/Q85	Cairo	http://www.wikidata.org/entity/Q199462	Egyptian pound	1010407.87	94798827	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q733	Paraguay	http://www.wikidata.org/entity/Q2933	Asunción	http://www.wikidata.org/entity/Q207514	Paraguayan guaraní	406756	6811297	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q79	Egypt	http://www.wikidata.org/entity/Q85	Cairo	http://www.wikidata.org/entity/Q199462	Egyptian pound	1010407.87	94798827	http://www.wikidata.org/entity/Q48	Asia
http://www.wikidata.org/entity/Q32	Luxembourg	http://www.wikidata.org/entity/Q1842	Luxembourg	http://www.wikidata.org/entity/Q4916	euro	2586.4	626108	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q750	Bolivia	http://www.wikidata.org/entity/Q1491	La Paz	http://www.wikidata.org/entity/Q200737	boliviano	1098581	11051600	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q30	United States of America	http://www.wikidata.org/entity/Q61	Washington, D.C.	http://www.wikidata.org/entity/Q4917	United States dollar	9826675	331449281	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q33	Finland	http://www.wikidata.org/entity/Q1757	Helsinki	http://www.wikidata.org/entity/Q4916	euro	338424.38	5501043	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q30	United States of America	http://www.wikidata.org/entity/Q61	Washington, D.C.	http://www.wikidata.org/entity/Q4917	United States dollar	9826675	331449281	http://www.wikidata.org/entity/Q538	insular Oceania
http://www.wikidata.org/entity/Q142	France	http://www.wikidata.org/entity/Q90	Paris	http://www.wikidata.org/entity/Q4916	euro	643801	66628000	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q145	United Kingdom	http://www.wikidata.org/entity/Q84	London	http://www.wikidata.org/entity/Q25224	pound sterling	242495.406794	66022273	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q1049	Sudan	http://www.wikidata.org/entity/Q1963	Khartoum	http://www.wikidata.org/entity/Q271206	Sudanese pound	1886068	40533330	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q734	Guyana	http://www.wikidata.org/entity/Q10717	Georgetown	http://www.wikidata.org/entity/Q213005	Guyanese dollar	214970	777859	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q37	Lithuania	http://www.wikidata.org/entity/Q216	Vilnius	http://www.wikidata.org/entity/Q4916	euro	65300	2790842	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q756617	Danish Realm	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q191068	Faroese króna	2220930	5930987	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q756617	Danish Realm	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q25417	Danish krone	2220930	5930987	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q756617	Danish Realm	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q25417	Danish krone	2220930	5930987	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q756617	Danish Realm	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q191068	Faroese króna	2220930	5930987	http://www.wikidata.org/entity/Q49	North America
http://www.wikidata.org/entity/Q1045	Somalia	http://www.wikidata.org/entity/Q2449	Mogadishu	http://www.wikidata.org/entity/Q4603	Somali shilling	637657	11031386	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q35	Denmark	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q25417	Danish krone	42925.46	5827463	http://www.wikidata.org/entity/Q46	Europe
http://www.wikidata.org/entity/Q1050	Eswatini	http://www.wikidata.org/entity/Q3904	Mbabane	http://www.wikidata.org/entity/Q4823	lilangeni	17364	1124753	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q35	Denmark	http://www.wikidata.org/entity/Q1748	Copenhagen	http://www.wikidata.org/entity/Q25417	Danish krone	42925.46	5827463	http://www.wikidata.org/entity/Q49	North America
